time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,wrist_flex_r,wrist_dev_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l,wrist_flex_l,wrist_dev_l
2.22,0.102385,0.0592681,-0.0755876,-0.0201525,0.885261,2.57529,0.185604,-0.150205,-0.0776845,-1.08641,0.0131587,-7.8421e-07,0,0.0261877,0.084307,-0.127997,-0.185472,-0.00175026,5.40505e-08,0,-0.180058,-0.0726653,-0.11749,0.335307,-0.100271,0.418338,0.487192,1.56158,-9.22645e-09,9.7108e-08,-0.289367,-0.203848,2.95307,-0.399172,-1.32574,2.05069e-07,2.85636e-07
2.33,0.078992,0.0570095,-0.107042,-0.0276062,0.883973,2.56836,0.387675,-0.142452,-0.123005,-0.898482,0.11148,-4.69315e-07,0,-0.0839281,0.108704,-0.167377,-0.116437,0.0348822,-2.74799e-08,0,-0.169214,-0.0717837,-0.128062,0.195996,-0.15838,0.391041,0.314056,1.54493,1.93107e-07,-1.28975e-07,-0.0821393,-0.30482,2.95474,-0.466114,-1.3184,3.04068e-07,7.60954e-08
2.37,0.0649966,0.0621649,-0.110751,-0.0296231,0.881173,2.56818,0.419252,-0.139011,-0.153185,-0.714085,0.124081,-2.74941e-07,0,-0.11777,0.120204,-0.174321,-0.09489,0.0613504,8.80387e-08,0,-0.156162,-0.0770301,-0.124545,0.151228,-0.169697,0.357118,0.203591,1.52961,2.89622e-08,8.30866e-08,-0.00331825,-0.343362,2.97026,-0.496313,-1.31029,2.2382e-07,6.21147e-08
2.4,0.0559189,0.0686737,-0.111493,-0.0307738,0.878739,2.569,0.425728,-0.135577,-0.184251,-0.549677,0.114961,-1.64043e-07,0,-0.14417,0.130277,-0.181905,-0.0809841,0.075639,-3.48504e-08,0,-0.146935,-0.0843665,-0.123622,0.11759,-0.174893,0.333607,0.127506,1.51922,-2.04842e-08,1.4413e-07,0.0496876,-0.367779,2.97727,-0.525426,-1.30808,-9.57393e-08,-1.61083e-08
2.44,0.0491786,0.0740993,-0.104288,-0.0320486,0.875811,2.57141,0.410538,-0.12385,-0.220618,-0.324952,0.0612909,8.29331e-08,0,-0.179021,0.135452,-0.189824,-0.0761481,0.0835705,-6.42279e-08,0,-0.14257,-0.0910184,-0.126861,0.0691552,-0.178478,0.311506,0.0544729,1.51176,-4.28271e-09,1.29449e-07,0.108334,-0.39098,2.9782,-0.578195,-1.31397,1.8604e-07,1.62898e-07
2.47,0.0454986,0.0755003,-0.0955645,-0.0319106,0.873559,2.57447,0.394367,-0.113083,-0.237263,-0.199025,0.0121927,6.54485e-09,0,-0.203862,0.132477,-0.194749,-0.0794662,0.084337,1.05445e-07,0,-0.138772,-0.0935307,-0.131339,0.0331057,-0.181891,0.303065,0.0219493,1.51057,-1.66812e-07,5.64751e-08,0.142728,-0.404145,2.97341,-0.614359,-1.32139,1.9939e-07,3.1752e-08
2.51,0.0487643,0.0705652,-0.0757013,-0.0304504,0.870613,2.5791,0.365714,-0.0979973,-0.225842,-0.139549,-0.0396473,2.50434e-07,0,-0.232152,0.11515,-0.180702,-0.113867,0.0834027,2.75409e-08,0,-0.141992,-0.088326,-0.137945,-0.0101674,-0.184907,0.296865,0.00122211,1.5125,-9.94863e-09,1.85773e-07,0.175794,-0.407801,2.97122,-0.670151,-1.33035,4.10158e-07,2.63471e-07
2.55,0.0571993,0.0621142,-0.0553702,-0.0266586,0.86825,2.58494,0.338786,-0.0846654,-0.199125,-0.165349,-0.0666929,5.93156e-08,0,-0.260072,0.0915505,-0.150229,-0.162651,0.0881291,5.11923e-08,0,-0.14741,-0.0786154,-0.140928,-0.0410746,-0.186408,0.291751,-0.00418131,1.51473,6.69302e-08,1.69446e-07,0.191415,-0.404049,2.97567,-0.721974,-1.33576,2.47741e-07,1.41294e-07
2.61,0.0892977,0.0310505,-0.0334492,-0.0182403,0.869216,2.59634,0.285018,-0.0506505,-0.174149,-0.257991,-0.0805546,1.15419e-07,0,-0.27459,0.0374575,-0.0843819,-0.328635,0.0604175,1.4838e-07,0,-0.173756,-0.0463334,-0.135092,-0.0506158,-0.189168,0.285197,0.00642571,1.51901,7.76382e-08,9.79066e-08,0.161707,-0.388552,2.98493,-0.806333,-1.34584,1.1552e-08,1.17798e-07
2.66,0.113897,-0.0174609,-0.0130884,-0.0124999,0.873388,2.60657,0.221829,0.0052192,-0.178312,-0.292376,-0.0575191,8.68919e-08,0,-0.202993,-0.0331744,-0.0346385,-0.583052,-0.0716839,1.2323e-07,0,-0.194175,0.00575295,-0.131626,-0.0122156,-0.184448,0.286519,0.020904,1.53106,3.96626e-08,-1.35608e-08,0.104729,-0.364937,2.98536,-0.845764,-1.36417,9.42295e-08,2.39987e-07
2.74,0.109908,-0.0909688,0.0320715,-0.0147278,0.877134,2.61819,0.132889,0.0970732,-0.206338,-0.268191,0.0155429,-2.12727e-07,0,0.0835703,-0.126232,0.0341832,-1.05693,-0.296619,-6.29027e-07,0,-0.196316,0.0896173,-0.132413,0.121615,-0.167503,0.291293,0.0597856,1.55813,1.97191e-07,-1.11748e-07,0.0227041,-0.310588,2.99289,-0.793417,-1.39628,3.335e-07,6.89614e-08
2.82,0.0881142,-0.110035,0.0644848,-0.0247284,0.880057,2.62444,0.0647272,0.132591,-0.242562,-0.226392,0.0587111,-3.87571e-07,0,0.337021,-0.116455,0.0939465,-1.18687,-0.126951,-8.32807e-07,0,-0.189394,0.114489,-0.122977,0.290408,-0.137689,0.279755,0.124076,1.56273,8.52344e-08,1.31806e-07,-0.0470596,-0.263939,3.0316,-0.640938,-1.40496,7.73269e-08,-1.72341e-07
2.88,0.0708569,-0.107363,0.0626689,-0.0296476,0.88089,2.62881,0.00834125,0.139914,-0.263304,-0.18878,0.0774414,-2.50027e-07,0,0.441982,-0.110758,0.0819774,-1.02281,-0.0181958,-4.25069e-07,0,-0.178652,0.108051,-0.10856,0.411111,-0.102775,0.276698,0.179784,1.56572,-2.62632e-08,1.28565e-07,-0.126568,-0.241701,3.05653,-0.5118,-1.40517,1.63743e-07,-9.27602e-08
2.92,0.0606088,-0.104525,0.0534915,-0.0295109,0.879565,2.63144,-0.037632,0.143897,-0.264947,-0.159488,0.0961898,-1.12257e-07,0,0.46799,-0.11838,0.0549265,-0.822568,0.00207662,-4.18538e-07,0,-0.166123,0.0993941,-0.0938999,0.467908,-0.0796254,0.282364,0.229349,1.57262,-1.48933e-07,-5.541e-08,-0.186808,-0.23163,3.07055,-0.42835,-1.40369,2.39423e-07,8.44705e-08
2.95,0.0557621,-0.102796,0.0504656,-0.0288324,0.877403,2.632,-0.0744126,0.146115,-0.259949,-0.140681,0.109768,-4.3511e-08,0,0.475162,-0.123863,0.0320297,-0.662111,0.00371154,-2.31624e-07,0,-0.158773,0.0939922,-0.0823242,0.502946,-0.0679586,0.28722,0.266013,1.57806,-2.15203e-07,-1.93514e-07,-0.227594,-0.227248,3.08077,-0.378553,-1.40096,5.25298e-07,1.16691e-08
2.98,0.05845,-0.0968392,0.04502,-0.0275687,0.875124,2.63208,-0.117057,0.142315,-0.250322,-0.12736,0.129177,-5.38274e-08,0,0.461031,-0.124234,0.0186986,-0.503596,-0.00983315,-1.18848e-07,0,-0.16055,0.0829718,-0.0734538,0.522719,-0.0581779,0.297777,0.32752,1.58535,-3.9081e-08,-7.24681e-08,-0.268768,-0.225038,3.09007,-0.34317,-1.39909,4.44212e-07,1.31021e-07
3.02,0.0652101,-0.08736,0.0435819,-0.0259313,0.871576,2.63007,-0.170722,0.133526,-0.237903,-0.122704,0.151925,-2.80379e-07,0,0.438723,-0.118333,0.0129092,-0.355384,-0.0382998,1.83398e-07,0,-0.167114,0.0688267,-0.0621806,0.540329,-0.053097,0.311319,0.406489,1.5938,-2.61225e-08,-9.09406e-08,-0.313359,-0.226788,3.09786,-0.318747,-1.39817,3.95198e-07,2.29238e-07
3.07,0.0883877,-0.0647626,0.0400552,-0.0209459,0.867444,2.62381,-0.246308,0.102028,-0.242867,-0.135079,0.192316,1.30911e-08,0,0.378942,-0.0926544,0.0350171,-0.290895,-0.0718242,-3.00118e-08,0,-0.188394,0.0424564,-0.0419036,0.517243,-0.080664,0.337015,0.557853,1.60597,1.54035e-07,1.53489e-07,-0.351514,-0.234216,3.09674,-0.312667,-1.40777,4.2962e-07,1.92563e-07
3.15,0.115558,-0.0228959,0.0335681,-0.0100664,0.866241,2.60584,-0.279706,0.0228253,-0.206064,-0.309207,0.198031,-3.43877e-07,0,0.290347,-0.034469,0.0304288,-0.340767,-0.0797839,-3.17635e-07,0,-0.208105,3.58304e-06,-0.0373435,0.427469,-0.132273,0.366518,0.735762,1.61482,-1.10856e-07,-2.0449e-07,-0.362353,-0.235202,3.08156,-0.3111,-1.43195,3.64717e-07,1.30106e-08
3.2,0.121189,0.00361549,0.0211025,-0.00624101,0.871903,2.59506,-0.193934,-0.0319249,-0.143769,-0.563655,0.119997,-4.58384e-07,0,0.229541,-0.000400308,-0.00093777,-0.345307,-0.0636736,-5.16743e-09,0,-0.213991,-0.0302013,-0.0458533,0.361552,-0.150155,0.373263,0.756433,1.6131,7.83513e-08,-1.32547e-07,-0.330692,-0.233913,3.06572,-0.32668,-1.44585,2.89462e-07,7.08531e-08
3.33,0.0920782,0.064385,-0.0808509,-0.0134471,0.883416,2.57979,0.239648,-0.133645,-0.052943,-1.08674,0.122239,-5.31649e-07,0,0.0635564,0.0821137,-0.0917911,-0.221092,0.00551562,-2.84519e-07,0,-0.191172,-0.108598,-0.0353421,0.232305,-0.159849,0.330607,0.531105,1.59303,4.83814e-08,-3.10199e-08,-0.145885,-0.264982,3.02226,-0.459156,-1.46835,1.01804e-07,9.10634e-08
3.44,0.0607476,0.0632652,-0.0993569,-0.0203666,0.882561,2.57431,0.424751,-0.124623,-0.119431,-0.812867,0.144835,-5.14179e-07,0,-0.0534766,0.0993338,-0.138493,-0.128185,0.0429276,2.53752e-08,0,-0.161867,-0.100104,-0.0400134,0.0980324,-0.192713,0.248209,0.25705,1.55705,-3.4974e-08,1.39068e-09,0.0348776,-0.312181,2.99471,-0.817639,-1.46497,-8.16279e-08,-9.33587e-08
3.49,0.0473136,0.0650987,-0.100844,-0.021572,0.878526,2.57395,0.441891,-0.11817,-0.173401,-0.552938,0.0986268,-1.68046e-09,0,-0.0992367,0.109464,-0.136861,-0.10792,0.0744587,-2.13209e-07,0,-0.146466,-0.0954153,-0.0414843,0.0401771,-0.203674,0.19556,0.140898,1.5375,-3.00269e-09,-4.72473e-08,0.0942043,-0.328503,2.98143,-1.08679,-1.47501,8.9519e-08,9.81238e-08
3.52,0.0431764,0.0621742,-0.0993226,-0.0220235,0.875914,2.57491,0.433485,-0.107406,-0.204887,-0.391126,0.0513784,9.36802e-08,0,-0.126785,0.10991,-0.130931,-0.105832,0.0950363,-8.70742e-08,0,-0.141771,-0.0886433,-0.0454145,0.00815537,-0.210495,0.169717,0.0905515,1.52984,-5.2203e-08,-1.30616e-07,0.131915,-0.337254,2.97923,-1.25863,-1.48719,1.21982e-07,1.99161e-07
3.56,0.043804,0.0528866,-0.0892795,-0.0222397,0.872885,2.57754,0.407581,-0.087694,-0.216205,-0.222127,-0.0169303,1.50547e-07,0,-0.162305,0.100109,-0.119747,-0.119252,0.12105,-8.21373e-08,0,-0.142137,-0.0742687,-0.0534202,-0.0307503,-0.219238,0.145848,0.0493128,1.526,-6.40996e-08,-1.38891e-07,0.194765,-0.348186,2.99219,-1.48332,-1.50822,9.53721e-08,1.86014e-07
3.59,0.0493846,0.043749,-0.0738492,-0.0212991,0.871073,2.58013,0.38106,-0.0738603,-0.190518,-0.169216,-0.0592984,3.08306e-07,0,-0.188605,0.0856351,-0.107939,-0.141623,0.137138,-6.71849e-08,0,-0.145853,-0.0607216,-0.0616243,-0.0569507,-0.223496,0.134233,0.0332422,1.52687,-3.63785e-08,-1.04847e-07,0.25046,-0.355111,3.01486,-1.64386,-1.5255,-6.7651e-08,2.3301e-07
3.63,0.0600278,0.0355237,-0.0567648,-0.018217,0.869285,2.58506,0.346271,-0.0599074,-0.136795,-0.178138,-0.0927469,4.24651e-07,0,-0.223536,0.0677276,-0.0858793,-0.18147,0.153447,-1.65026e-07,0,-0.149816,-0.0477153,-0.0644043,-0.0829177,-0.2264,0.124422,0.023819,1.52981,-2.53016e-08,-1.18369e-08,0.327245,-0.362131,3.0528,-1.84239,-1.54402,1.65408e-07,3.56078e-07
3.67,0.0722925,0.0208751,-0.0444463,-0.0137611,0.869122,2.59159,0.310608,-0.0406861,-0.111555,-0.220275,-0.111239,9.99809e-08,0,-0.243623,0.0424803,-0.0534635,-0.256548,0.152211,-1.09226e-07,0,-0.152996,-0.0289357,-0.0585187,-0.0911848,-0.226419,0.11426,0.0265361,1.53332,6.52826e-08,4.63878e-08,0.402914,-0.366008,3.10994,-2.01559,-1.57016,9.50719e-08,2.62773e-07
3.72,0.0880039,-0.0157515,-0.0245108,-0.00783513,0.871893,2.60122,0.260171,0.00127039,-0.134167,-0.261481,-0.1068,-3.06812e-07,0,-0.217417,-0.00842849,-0.00128055,-0.432409,0.0861749,-7.76226e-08,0,-0.155091,0.0132124,-0.0433119,-0.0769083,-0.22058,0.0945807,0.0398871,1.53879,-5.37008e-08,-5.34176e-08,0.486585,-0.360204,3.20348,-2.18015,-1.63724,2.18603e-07,-1.26497e-08
3.77,0.0995969,-0.0599466,0.00237751,-0.00563763,0.875727,2.60996,0.201501,0.0528304,-0.155982,-0.267997,-0.0698891,-2.77331e-07,0,-0.107961,-0.0616639,0.0495922,-0.709176,-0.0668603,-1.72543e-07,0,-0.158801,0.0638982,-0.027306,-0.0275393,-0.211416,0.0720994,0.0629792,1.5474,-3.83961e-08,2.08585e-07,0.556874,-0.336714,3.31032,-2.28449,-1.73592,2.96249e-07,7.82346e-08
3.83,0.0991197,-0.0941046,0.0353451,-0.0102057,0.879037,2.61819,0.13992,0.099551,-0.148776,-0.258967,-0.00987049,-6.34283e-08,0,0.0908993,-0.0950262,0.0853402,-1.02997,-0.168568,-5.30681e-07,0,-0.160308,0.102941,-0.0159554,0.0761139,-0.196324,0.0616581,0.10396,1.56539,-1.41787e-08,1.76393e-07,0.61806,-0.302986,3.43064,-2.35326,-1.85626,6.27245e-07,4.12491e-07
3.91,0.0712174,-0.106319,0.065427,-0.0235753,0.882931,2.62685,0.0825632,0.129301,-0.180835,-0.219064,0.0415955,-3.29867e-07,0,0.32629,-0.0949557,0.099903,-1.12348,-0.0365676,-3.68992e-07,0,-0.145456,0.114384,-0.00718838,0.250481,-0.171242,0.0794664,0.179487,1.6001,-1.71727e-08,-8.52919e-08,0.627688,-0.280991,3.54995,-2.39663,-1.99057,4.30188e-07,1.59035e-07
